-15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.50179752  0.55566153  0.81082077  0.63638722  0.0532502   0.96439223  0.04628496  0.13362228  0.57169133  0.15320598 
-13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   0.33654749  0.59631449  0.45101512  0.05279945  0.41397603  0.33389119  0.56684461  0.83712691  0.02359495  0.25150273 
-12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  0.17290358  0.32698717  0.20860378  0.65320659  0.90300177  0.41697095  0.3787831   0.68425798  0.97236347  0.40889702 
-10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   0.75005071  0.39035455  0.07862965  0.51341966  0.80556115  0.09396803  0.4658276   0.1537788   0.48174456  0.30313132 
-9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.25535924  0.99426285  0.094597    0.1677651   0.58688317  0.12979175  0.39503589  0.13296423  0.08602835  0.12346671 
-7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.92381296  0.64861997  0.19362232  0.24164556  0.12738931  0.89259845  0.10430069  0.40627352  0.54942626  0.3280303  
-6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.04065369  0.01563926  0.56774268  0.05664813  0.91925373  0.31889695  0.39042269  0.94941769  0.08321207  0.08272924 
-4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.06985724  0.20096306  0.77241287  0.64652821  0.48386211  0.71274019  0.1959446   0.3791146   0.86983856  0.58165602 
-3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.14063511  0.21948224  0.01337083  0.66307619  0.40452968  0.4691595   0.66913903  0.79666914  0.44871856  0.28766074 
-1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.58244252  0.07734529  0.67245221  0.1258374   0.68441644  0.53975429  0.747672    0.20201849  0.79944624  0.97924574 
