Ex Ey Ez 
1.6550000000e-01 9.0249885288e-05 -9.4200140656e-06 -5.1681071183e+00 
1.6600000000e-01 9.1497871880e-05 -9.3217601385e-06 -5.1693798149e+00 
1.6650000000e-01 9.2740611761e-05 -9.2226924788e-06 -5.1685125420e+00 
1.6700000000e-01 9.3976888111e-05 -9.1227459100e-06 -5.1655049152e+00 
1.6750000000e-01 9.5088425041e-05 -9.0102895527e-06 -5.1618632535e+00 
1.6800000000e-01 9.6026836964e-05 -8.8805653198e-06 -5.1582037783e+00 
1.6850000000e-01 9.6840293934e-05 -8.7382920849e-06 -5.1538630644e+00 
1.6900000000e-01 9.7646544980e-05 -8.5950048724e-06 -5.1472194055e+00 
1.6950000000e-01 9.8444494918e-05 -8.4506318530e-06 -5.1382722912e+00 
1.7000000000e-01 9.9092300673e-05 -8.2920577569e-06 -5.1286321981e+00 
1.7050000000e-01 9.9531935532e-05 -8.1139172465e-06 -5.1189579574e+00 
1.7100000000e-01 9.9820949979e-05 -7.9214471377e-06 -5.1084957814e+00 
1.7150000000e-01 1.0010002297e-04 -7.7274485356e-06 -5.0954030773e+00 
1.7200000000e-01 1.0036826764e-04 -7.5318677970e-06 -5.0796791415e+00 
1.7250000000e-01 1.0046549389e-04 -7.3207236646e-06 -5.0631510876e+00 
1.7300000000e-01 1.0032616940e-04 -7.0882965331e-06 -5.0465663712e+00 
1.7350000000e-01 1.0001572958e-04 -6.8402726148e-06 -5.0290412355e+00 
1.7400000000e-01 9.9694127619e-05 -6.5905515404e-06 -5.0084153864e+00 
1.7450000000e-01 9.9361672530e-05 -6.3392203148e-06 -4.9846699655e+00 
1.7500000000e-01 9.8865209623e-05 -6.0742934167e-06 -4.9595503816e+00 
1.7550000000e-01 9.8142084701e-05 -5.7908676783e-06 -4.9337706656e+00 
1.7600000000e-01 9.7232592066e-05 -5.4920778413e-06 -4.9068383004e+00 
1.7650000000e-01 9.6235228898e-05 -5.1855866078e-06 -4.8775493558e+00 
1.7700000000e-01 9.5153306053e-05 -4.8717008299e-06 -4.8458587697e+00 
1.7750000000e-01 9.3961165163e-05 -4.5495085503e-06 -4.8119791076e+00 
1.7800000000e-01 9.2648309625e-05 -4.2186366956e-06 -4.7759973279e+00 
1.7850000000e-01 9.1206616246e-05 -3.8783967164e-06 -4.7381186213e+00 
1.7900000000e-01 8.9616228336e-05 -3.5271054920e-06 -4.6988445650e+00 
1.7950000000e-01 8.7878764983e-05 -3.1648874162e-06 -4.6581222014e+00 
1.8000000000e-01 8.6049702844e-05 -2.7961622719e-06 -4.6142848842e+00 
1.8050000000e-01 8.4151736913e-05 -2.4227381522e-06 -4.5666508035e+00 
1.8100000000e-01 8.2169284361e-05 -2.0443999992e-06 -4.5158378056e+00 
1.8150000000e-01 8.0064253826e-05 -1.6606221162e-06 -4.4633561812e+00 
1.8200000000e-01 7.7836834313e-05 -1.2715414197e-06 -4.4092495765e+00 
1.8250000000e-01 7.5529275279e-05 -8.8069577401e-07 -4.3529679226e+00 
1.8300000000e-01 7.3158860593e-05 -4.8953248730e-07 -4.2942861911e+00 
1.8350000000e-01 7.0731329188e-05 -9.8251185549e-08 -4.2329869936e+00 
1.8400000000e-01 6.8260709568e-05 2.9266015651e-07 -4.1685389365e+00 
1.8450000000e-01 6.5747484300e-05 6.8290956904e-07 -4.1009922324e+00 
1.8500000000e-01 6.3188241356e-05 1.0665616906e-06 -4.0319829555e+00 
1.8550000000e-01 6.0581584907e-05 1.4411884188e-06 -3.9621804087e+00 
1.8600000000e-01 5.7940913117e-05 1.8092809944e-06 -3.8905570847e+00 
1.8650000000e-01 5.5298977050e-05 2.1769291172e-06 -3.8146012989e+00 
1.8700000000e-01 5.2659093928e-05 2.5435023746e-06 -3.7343378412e+00 
1.8750000000e-01 5.0061491535e-05 2.8890419906e-06 -3.6528237732e+00 
1.8800000000e-01 4.7522626693e-05 3.2053830113e-06 -3.5713097112e+00 
1.8850000000e-01 4.5026031541e-05 3.5011687804e-06 -3.4889210420e+00 
1.8900000000e-01 4.2531451306e-05 3.7975274713e-06 -3.4035198221e+00 
1.8950000000e-01 4.0041850477e-05 4.0940706077e-06 -3.3151035933e+00 
1.9000000000e-01 3.7662702596e-05 4.3611235424e-06 -3.2257562163e+00 
1.9050000000e-01 3.5437155927e-05 4.5865466467e-06 -3.1363301797e+00 
1.9100000000e-01 3.3329874972e-05 4.7804168194e-06 -3.0465613983e+00 
1.9150000000e-01 3.1254484062e-05 4.9673664794e-06 -2.9558043308e+00 
1.9200000000e-01 2.9211623043e-05 5.1473980159e-06 -2.8640639819e+00 
1.9250000000e-01 2.7301744176e-05 5.2959315707e-06 -2.7720959955e+00 
1.9300000000e-01 2.5565941566e-05 5.4029117473e-06 -2.6802094988e+00 
1.9350000000e-01 2.3955582693e-05 5.4799832597e-06 -2.5886777603e+00 
1.9400000000e-01 2.2351788058e-05 5.5556109643e-06 -2.4981687695e+00 
1.9450000000e-01 2.0754756767e-05 5.6298440942e-06 -2.4086898678e+00 
1.9500000000e-01 1.9287748664e-05 5.6753009191e-06 -2.3197345710e+00 
1.9550000000e-01 1.8001188230e-05 5.6807798220e-06 -2.2310956814e+00 
1.9600000000e-01 1.6853326879e-05 5.6555754545e-06 -2.1433134920e+00 
1.9650000000e-01 1.5742112517e-05 5.6224080756e-06 -2.0577087192e+00 
1.9700000000e-01 1.4664916348e-05 5.5818637079e-06 -1.9743127497e+00 
1.9750000000e-01 1.3665956988e-05 5.5241145881e-06 -1.8924953695e+00 
1.9800000000e-01 1.2763323873e-05 5.4451402675e-06 -1.8119987639e+00 
1.9850000000e-01 1.1940560476e-05 5.3493943638e-06 -1.7330796346e+00 
1.9900000000e-01 1.1157439739e-05 5.2477634980e-06 -1.6563654751e+00 
1.9950000000e-01 1.0412900583e-05 5.1405926700e-06 -1.5818884294e+00 
2.0000000000e-01 9.7238263451e-06 5.0245852599e-06 -1.5097281754e+00 
2.0050000000e-01 9.0971238436e-06 4.8983926506e-06 -1.4399173084e+00 
2.0100000000e-01 8.5254806871e-06 4.7634370900e-06 -1.3724157951e+00 
2.0150000000e-01 7.9910221397e-06 4.6231951841e-06 -1.3071257758e+00 
2.0200000000e-01 7.4929988216e-06 4.4779904265e-06 -1.2440395563e+00 
2.0250000000e-01 7.0327991182e-06 4.3314630709e-06 -1.1830857217e+00 
2.0300000000e-01 6.6109910052e-06 4.1851023120e-06 -1.1242350570e+00 
2.0350000000e-01 6.2239632451e-06 4.0382028580e-06 -1.0674174148e+00 
2.0400000000e-01 5.8628883688e-06 3.8890406622e-06 -1.0124613242e+00 
2.0450000000e-01 5.5266128698e-06 3.7376555541e-06 -9.5941863373e-01 
2.0500000000e-01 5.1985870755e-06 3.5866478321e-06 -9.0960148547e-01 
2.0550000000e-01 4.8720406653e-06 3.4370812545e-06 -8.6354666479e-01 
2.0600000000e-01 4.5593989333e-06 3.2906827284e-06 -8.2019601794e-01 
2.0650000000e-01 4.2910348205e-06 3.1516735829e-06 -7.7696294686e-01 
2.0700000000e-01 4.0669076270e-06 3.0200245603e-06 -7.3382664752e-01 
2.0750000000e-01 3.8557490125e-06 2.8908706647e-06 -6.9291602925e-01 
2.0800000000e-01 3.6447673835e-06 2.7622216705e-06 -6.5510200952e-01 
2.0850000000e-01 3.4347762728e-06 2.6339882367e-06 -6.2013045434e-01 
2.0900000000e-01 3.2277643164e-06 2.5059519742e-06 -5.8738014732e-01 
2.0950000000e-01 3.0243902057e-06 2.3783884001e-06 -5.5677180032e-01 
2.1000000000e-01 2.8371565133e-06 2.2575772789e-06 -5.2718229097e-01 
2.1050000000e-01 2.6711779281e-06 2.1460876053e-06 -4.9815216011e-01 
2.1100000000e-01 2.5216927078e-06 2.0419556151e-06 -4.7007978759e-01 
2.1150000000e-01 2.3770610376e-06 1.9403809958e-06 -4.4393899083e-01 
2.1200000000e-01 2.2369580292e-06 1.8412386266e-06 -4.1974044482e-01 
2.1250000000e-01 2.1058759545e-06 1.7465761611e-06 -3.9674518217e-01 
2.1300000000e-01 1.9856525610e-06 1.6572312757e-06 -3.7465089804e-01 
2.1350000000e-01 1.8746104354e-06 1.5725093317e-06 -3.5352568793e-01 
2.1400000000e-01 1.7686492336e-06 1.4907123227e-06 -3.3353600753e-01 
2.1450000000e-01 1.6675828674e-06 1.4117915436e-06 -3.1468792903e-01 
2.1500000000e-01 1.5714177373e-06 1.3363734883e-06 -2.9694858537e-01 
2.1550000000e-01 1.4801564616e-06 1.2647144497e-06 -2.8030453092e-01 
2.1600000000e-01 1.3939371082e-06 1.1968125658e-06 -2.6460018796e-01 
2.1650000000e-01 1.3130971761e-06 1.1326632854e-06 -2.4945525536e-01 
2.1700000000e-01 1.2375711639e-06 1.0721882400e-06 -2.3487183969e-01 
2.1750000000e-01 1.1655805397e-06 1.0136678732e-06 -2.2127658624e-01 
2.1800000000e-01 1.0963977222e-06 9.5639873011e-07 -2.0884403172e-01 
2.1850000000e-01 1.0308999578e-06 9.0150371727e-07 -1.9732050842e-01 
2.1900000000e-01 9.7123162562e-07 8.5172771741e-07 -1.8608593966e-01 
2.1950000000e-01 9.1735151504e-07 8.0703722152e-07 -1.7513179699e-01 
2.2000000000e-01 8.6620860974e-07 7.6395014848e-07 -1.6489053093e-01 
2.2050000000e-01 8.1655476667e-07 7.2104201057e-07 -1.5553905306e-01 
2.2100000000e-01 7.6894207287e-07 6.7928958516e-07 -1.4690593585e-01 
2.2150000000e-01 7.2472007436e-07 6.4108055029e-07 -1.3857213418e-01 
2.2200000000e-01 6.8389159779e-07 6.0643811605e-07 -1.3052587112e-01 
2.2250000000e-01 6.4516928334e-07 5.7348522642e-07 -1.2292709900e-01 
2.2300000000e-01 6.0802648378e-07 5.4145399485e-07 -1.1584125286e-01 
2.2350000000e-01 5.7260912879e-07 5.1054964470e-07 -1.0922477574e-01 
2.2400000000e-01 5.3927393534e-07 4.8127383306e-07 -1.0297119509e-01 
2.2450000000e-01 5.0804070849e-07 4.5364367285e-07 -9.7072535421e-02 
2.2500000000e-01 4.7898844247e-07 4.2753399133e-07 -9.1459808958e-02 
2.2550000000e-01 4.5214945313e-07 4.0289358143e-07 -8.6104793422e-02 
2.2600000000e-01 4.2707861772e-07 3.7970499026e-07 -8.1042175117e-02 
2.2650000000e-01 4.0268785844e-07 3.5792555512e-07 -7.6356742793e-02 
2.2700000000e-01 3.7896408944e-07 3.3755977612e-07 -7.2043966470e-02 
2.2750000000e-01 3.5670749976e-07 3.1874931850e-07 -6.7919397858e-02 
2.2800000000e-01 3.3624543949e-07 3.0155213622e-07 -6.3907580837e-02 
2.2850000000e-01 3.1707951792e-07 2.8551220368e-07 -6.0074745750e-02 
2.2900000000e-01 2.9799144670e-07 2.6951479157e-07 -5.6582788986e-02 
2.2950000000e-01 2.7900618575e-07 2.5354939714e-07 -5.3431531139e-02 
2.3000000000e-01 2.6189114122e-07 2.3849968878e-07 -5.0455128869e-02 
2.3050000000e-01 2.4736934291e-07 2.2472716720e-07 -4.7585737174e-02 
2.3100000000e-01 2.3474270924e-07 2.1210472892e-07 -4.4826955924e-02 
2.3150000000e-01 2.2230481852e-07 2.0032167652e-07 -4.2187584802e-02 
2.3200000000e-01 2.0998447255e-07 1.8932952327e-07 -3.9669802218e-02 
2.3250000000e-01 1.9792173234e-07 1.7837225863e-07 -3.7312733497e-02 
2.3300000000e-01 1.8617389557e-07 1.6714060555e-07 -3.5132384455e-02 
2.3350000000e-01 1.7504113638e-07 1.5608508784e-07 -3.3112841806e-02 
2.3400000000e-01 1.6525721373e-07 1.4630698596e-07 -3.1215206408e-02 
2.3450000000e-01 1.5680830330e-07 1.3781785768e-07 -2.9436675281e-02 
2.3500000000e-01 1.4865651110e-07 1.2977069375e-07 -2.7754482035e-02 
2.3550000000e-01 1.4037724412e-07 1.2181899038e-07 -2.6159313143e-02 
2.3600000000e-01 1.3213273803e-07 1.1431629109e-07 -2.4645924365e-02 
2.3650000000e-01 1.2431956890e-07 1.0812681336e-07 -2.3201496440e-02 
2.3700000000e-01 1.1693389865e-07 1.0321009223e-07 -2.1826640854e-02 
2.3750000000e-01 1.0949471374e-07 9.7811681200e-08 -2.0547629563e-02 
2.3800000000e-01 1.0180523589e-07 9.1213852143e-08 -1.9375210185e-02 
2.3850000000e-01 9.4372076563e-08 8.4146775069e-08 -1.8288803535e-02 
2.3900000000e-01 8.8433619370e-08 7.8395309987e-08 -1.7238104938e-02 
2.3950000000e-01 8.3996940178e-08 7.3997011470e-08 -1.6222144019e-02 
2.4000000000e-01 7.9979324497e-08 6.9993220110e-08 -1.5269877207e-02 
2.4050000000e-01 7.5937843676e-08 6.5991757055e-08 -1.4393150314e-02 
2.4100000000e-01 7.1843357504e-08 6.2041489578e-08 -1.3581489889e-02 
2.4150000000e-01 6.7624634355e-08 5.8261871004e-08 -1.2809294166e-02 
2.4200000000e-01 6.3292624560e-08 5.4685608287e-08 -1.2075307337e-02 
2.4250000000e-01 5.9159466992e-08 5.1912801058e-08 -1.1377503386e-02 
2.4300000000e-01 5.5352854829e-08 5.0188944623e-08 -1.0715053487e-02 
2.4350000000e-01 5.1787822835e-08 4.8874318344e-08 -1.0091605250e-02 
2.4400000000e-01 4.8256678214e-08 4.6405160666e-08 -9.5160750497e-03 
2.4450000000e-01 4.4785152094e-08 4.2759669477e-08 -8.9879490168e-03 
2.4500000000e-01 4.2147022095e-08 3.9021959886e-08 -8.4870056317e-03 
2.4550000000e-01 4.0658833607e-08 3.5635533529e-08 -8.0049724545e-03 
2.4600000000e-01 3.9645913992e-08 3.2810688504e-08 -7.5455517132e-03 
2.4650000000e-01 3.7459063469e-08 3.1061486832e-08 -7.1177932974e-03 
2.4700000000e-01 3.4101374320e-08 3.0366011581e-08 -6.7216842820e-03 
2.4750000000e-01 3.1290076530e-08 2.9728028248e-08 -6.3478904203e-03 
2.4800000000e-01 2.9727673274e-08 2.8739986355e-08 -5.9925931570e-03 
2.4850000000e-01 2.8739614757e-08 2.7331630816e-08 -5.6568475533e-03 
2.4900000000e-01 2.6677001477e-08 2.5331226973e-08 -5.3432326479e-03 
2.4950000000e-01 2.3544549157e-08 2.2784091931e-08 -5.0547429844e-03 
