Ex Ey Ez 
1.9500000000e-01 8.6026783706e-23 -2.6557245292e-10 7.2918496057e+00 
1.9560000000e-01 -1.4517019750e-22 -5.6665157899e-10 7.3149667451e+00 
1.9620000000e-01 1.4558378781e-22 -6.8190274760e-10 7.3315170369e+00 
1.9680000000e-01 -2.0265925008e-23 -2.3530446924e-10 7.3413945907e+00 
1.9740000000e-01 0.0000000000e+00 -4.8021320254e-12 7.3503189331e+00 
1.9800000000e-01 -1.3234889801e-23 2.4815418377e-24 7.3592432439e+00 
1.9860000000e-01 -6.8016218337e-25 6.4028427004e-12 7.3680581824e+00 
1.9920000000e-01 -1.4940949814e-23 3.1373929232e-10 7.3717403798e+00 
1.9980000000e-01 7.8582158193e-24 9.5242285170e-10 7.3679528758e+00 
2.0040000000e-01 9.9261673506e-24 1.1445081327e-09 7.3590544507e+00 
2.0100000000e-01 -6.2865726554e-23 9.1677065939e-10 7.3470763452e+00 
2.0160000000e-01 5.1491993131e-23 5.6592398323e-10 7.3350326845e+00 
2.0220000000e-01 -3.9704669403e-23 5.0655216910e-10 7.3229890546e+00 
2.0280000000e-01 2.5642598989e-23 8.7544322014e-10 7.3093925987e+00 
2.0340000000e-01 -5.2939559203e-23 1.1618249118e-09 7.2849259745e+00 
2.0400000000e-01 1.0257039596e-22 1.1641532183e-09 7.2517336980e+00 
2.0460000000e-01 1.5943906307e-22 6.8481313065e-10 7.2166436416e+00 
2.0520000000e-01 1.0587911841e-22 4.8225047067e-10 7.1809373456e+00 
2.0580000000e-01 -2.7958704704e-22 8.7951775640e-10 7.1446204260e+00 
2.0640000000e-01 -2.1175823681e-22 1.3265525922e-09 7.1040299132e+00 
2.0700000000e-01 -1.3896634291e-22 1.6007106751e-09 7.0568594337e+00 
2.0760000000e-01 1.9935052763e-22 1.4691613615e-09 7.0001242374e+00 
2.0820000000e-01 1.5881867761e-22 1.3015232980e-09 6.9399971794e+00 
2.0880000000e-01 -2.6469779602e-23 1.3486715034e-09 6.8798699845e+00 
2.0940000000e-01 -2.6469779602e-23 1.8934952095e-09 6.8197429265e+00 
2.1000000000e-01 -4.2351647363e-22 2.6630004868e-09 6.7539011799e+00 
2.1060000000e-01 4.2144852210e-22 3.0617229640e-09 6.6720579751e+00 
2.1120000000e-01 -5.2939559203e-23 2.7823261917e-09 6.5844999976e+00 
2.1180000000e-01 -6.6174449004e-23 1.9581057131e-09 6.4969420806e+00 
2.1240000000e-01 2.1175823681e-22 2.3492611945e-09 6.4093842641e+00 
2.1300000000e-01 -7.2791893905e-22 3.3469405025e-09 6.3178731389e+00 
2.1360000000e-01 3.7223127565e-24 3.3131800592e-09 6.2152134886e+00 
2.1420000000e-01 -7.9409338805e-22 3.2293610275e-09 6.1048843363e+00 
2.1480000000e-01 6.6174449004e-24 3.5541597754e-09 5.9895740080e+00 
2.1540000000e-01 -2.6469779602e-22 3.7217978388e-09 5.8735521567e+00 
2.1600000000e-01 4.2351647363e-22 3.8417056203e-09 5.7575303614e+00 
2.1660000000e-01 2.9943938174e-22 4.2770989239e-09 5.6413568860e+00 
2.1720000000e-01 -2.1175823681e-22 4.5006163418e-09 5.5180543894e+00 
2.1780000000e-01 2.8455013072e-22 4.3574254960e-09 5.3838308576e+00 
2.1840000000e-01 1.0587911841e-22 4.6647619456e-09 5.2386864033e+00 
2.1900000000e-01 -9.5291206566e-22 5.0640664995e-09 5.0864130594e+00 
2.1960000000e-01 -2.0348643069e-22 4.6694185585e-09 4.9339881288e+00 
2.2020000000e-01 1.6411263353e-21 4.5855995268e-09 4.7815631686e+00 
2.2080000000e-01 -1.3234889801e-23 5.1618553698e-09 4.6288689657e+00 
2.2140000000e-01 3.1763735522e-22 4.8265792429e-09 4.4742906423e+00 
2.2200000000e-01 -1.5352472169e-21 4.1327439249e-09 4.3175590634e+00 
2.2260000000e-01 1.5857052343e-21 4.5564956963e-09 4.1587041543e+00 
2.2320000000e-01 3.1763735522e-22 5.0594098866e-09 3.9991015277e+00 
2.2380000000e-01 -2.5609511765e-21 5.1432289183e-09 3.8397284647e+00 
2.2440000000e-01 6.3527471044e-22 5.3108669817e-09 3.6819629582e+00 
2.2500000000e-01 -1.3499587597e-21 5.2968971431e-09 3.5260346252e+00 
2.2560000000e-01 9.8765365139e-22 4.4831540436e-09 3.3719178624e+00 
2.2620000000e-01 -4.7645603283e-22 3.9802398533e-09 3.2184390069e+00 
2.2680000000e-01 8.9335506156e-22 4.2421743274e-09 3.0652443730e+00 
2.2740000000e-01 -3.1763735522e-22 4.3259933591e-09 2.9140390008e+00 
2.2800000000e-01 -8.2056316765e-22 4.1618477553e-09 2.7682722509e+00 
2.2860000000e-01 7.6762360845e-22 3.9138831198e-09 2.6336098866e+00 
2.2920000000e-01 -7.9409338805e-23 3.7462450564e-09 2.5029021738e+00 
2.2980000000e-01 -3.2425480012e-22 3.7252902985e-09 2.3721945503e+00 
2.3040000000e-01 3.7057691442e-22 3.7252902985e-09 2.2414868429e+00 
2.3100000000e-01 -9.2644228606e-23 3.5506673157e-09 2.1138322540e+00 
2.3160000000e-01 -7.1757918139e-22 2.8964132071e-09 1.9948491250e+00 
2.3220000000e-01 3.9704669403e-22 2.5052577257e-09 1.8846778064e+00 
2.3280000000e-01 -2.4484546132e-22 2.6379711926e-09 1.7822254903e+00 
2.3340000000e-01 -3.1763735522e-22 2.4144537747e-09 1.6808759142e+00 
2.3400000000e-01 -2.3822801642e-22 2.0081643015e-09 1.5795263504e+00 
2.3460000000e-01 1.7494869955e-22 2.0081643015e-09 1.4783689909e+00 
2.3520000000e-01 1.2705494209e-21 2.4272594601e-09 1.3862461284e+00 
2.3580000000e-01 1.0753347963e-21 3.0663795769e-09 1.3065827194e+00 
2.3640000000e-01 -9.5291206566e-22 2.7311034501e-09 1.2310949373e+00 
2.3700000000e-01 -4.6322114303e-22 1.9499566406e-09 1.1574316607e+00 
2.3760000000e-01 -9.1403457687e-23 2.0454172045e-09 1.0838379682e+00 
2.3820000000e-01 -2.6469779602e-22 2.2968742996e-09 1.0116904072e+00 
2.3880000000e-01 1.7867101231e-22 2.3178290576e-09 9.4288493362e-01 
2.3940000000e-01 3.1763735522e-22 2.2340100259e-09 8.8418195737e-01 
2.4000000000e-01 -5.6248281654e-22 2.0227162167e-09 8.3280917723e-01 
2.4060000000e-01 -1.9397385364e-22 1.6146805137e-09 7.8159236597e-01 
2.4120000000e-01 3.3087224502e-22 1.5168916434e-09 7.3037553387e-01 
2.4180000000e-01 -2.7462396337e-22 1.8643913791e-09 6.7967514963e-01 
2.4240000000e-01 1.3234889801e-22 1.8085120246e-09 6.3259011769e-01 
2.4300000000e-01 2.0844951436e-22 1.4770193957e-09 5.9037175053e-01 
2.4360000000e-01 2.3078339090e-22 1.3614771888e-09 5.5428535285e-01 
2.4420000000e-01 1.7867101231e-22 1.2986129150e-09 5.2036845732e-01 
2.4480000000e-01 3.4741585727e-23 1.1676456779e-09 4.8645157301e-01 
2.4540000000e-01 -1.0587911841e-22 8.1141479313e-10 4.5253469088e-01 
2.4600000000e-01 -5.2939559203e-23 5.0931703299e-10 4.1993382480e-01 
2.4660000000e-01 3.3190622079e-23 8.1170583144e-10 3.9106414375e-01 
2.4720000000e-01 -1.3234889801e-23 1.1819065548e-09 3.6568852020e-01 
2.4780000000e-01 -4.4667753078e-23 1.2770760804e-09 3.4323239960e-01 
2.4840000000e-01 9.2644228606e-23 8.3004124463e-10 3.2119335085e-01 
2.4900000000e-01 -8.6026783706e-23 3.0559021980e-10 2.9915430490e-01 
2.4960000000e-01 -1.8549525237e-22 6.2442268245e-10 2.7715898997e-01 
2.5020000000e-01 4.9630836753e-23 1.0505027603e-09 2.5721866807e-01 
2.5080000000e-01 4.4667753078e-23 1.1452357285e-09 2.4023062100e-01 
2.5140000000e-01 -1.3234889801e-23 7.4360286817e-10 2.2502007664e-01 
2.5200000000e-01 -5.9557004104e-23 1.9645085558e-10 2.1084203653e-01 
2.5260000000e-01 2.0162527431e-24 1.8888385966e-10 1.9668596682e-01 
2.5320000000e-01 3.3087224502e-24 2.2730091587e-10 1.8252989639e-01 
2.5380000000e-01 -1.1828682760e-22 7.8434823081e-11 1.6868121571e-01 
2.5440000000e-01 4.6322114303e-23 1.6007106752e-12 1.5698427732e-01 
2.5500000000e-01 -3.9704669403e-23 1.5461409930e-10 1.4710693969e-01 
2.5560000000e-01 3.1329465700e-23 7.3130649980e-10 1.3786388768e-01 
2.5620000000e-01 0.0000000000e+00 9.5307768788e-10 1.2883516914e-01 
2.5680000000e-01 3.6395946952e-23 5.2001269069e-10 1.1980645164e-01 
2.5740000000e-01 3.3087224502e-24 1.8648279365e-10 1.1077773242e-01 
2.5800000000e-01 2.1506695926e-23 3.8198777475e-11 1.0238969215e-01 
2.5860000000e-01 1.7060600134e-23 4.3788873677e-23 9.5797393806e-02 
2.5920000000e-01 4.1359030628e-23 -1.3234889801e-23 8.9932110291e-02 
2.5980000000e-01 2.0472720161e-23 1.2407709188e-23 8.4182551438e-02 
2.6040000000e-01 -2.6469779602e-23 1.1580528576e-23 7.8449522955e-02 
2.6100000000e-01 -4.9630836753e-23 -7.4446255130e-24 7.2716493858e-02 
2.6160000000e-01 6.9534870243e-24 -1.0494854022e-23 6.7001102746e-02 
2.6220000000e-01 -5.0458017366e-23 -6.6174449004e-24 6.2114607033e-02 
2.6280000000e-01 -1.2407709188e-23 3.5155176034e-24 5.8343687636e-02 
2.6340000000e-01 -1.6543612251e-24 -1.4889251026e-23 5.4763025633e-02 
2.6400000000e-01 7.0310352067e-24 -1.0339757657e-23 5.1205888187e-02 
2.6460000000e-01 2.9726803264e-24 4.1488277598e-24 4.7649251350e-02 
2.6520000000e-01 4.9630836753e-24 -1.4889251026e-23 4.4092614815e-02 
2.6580000000e-01 1.0339757657e-23 6.2038545941e-25 4.0628932444e-02 
2.6640000000e-01 -7.4446255130e-24 -8.2718061255e-25 3.7815926708e-02 
2.6700000000e-01 -9.9261673506e-24 -5.1698788285e-24 3.5511653114e-02 
2.6760000000e-01 3.4883757395e-23 5.1052553431e-24 3.3282966638e-02 
2.6820000000e-01 -2.0679515314e-24 -2.8951321439e-24 3.1077587191e-02 
2.6880000000e-01 -5.5834691347e-24 -5.1698788285e-25 2.8881521432e-02 
2.6940000000e-01 -4.9630836753e-24 -6.6174449004e-24 2.6750648974e-02 
2.7000000000e-01 1.4475660720e-24 -2.6883369908e-24 2.4797258899e-02 
2.7060000000e-01 -1.5251142544e-24 4.0325054862e-24 2.3205672867e-02 
2.7120000000e-01 4.5494933690e-24 8.2718061255e-25 2.1742933506e-02 
2.7180000000e-01 -4.7562885222e-24 5.5824784794e-11 2.0280194794e-02 
2.7240000000e-01 -2.8951321439e-24 5.0242306315e-10 1.8817455852e-02 
2.7300000000e-01 3.1019272971e-24 9.3041307991e-10 1.7429165709e-02 
2.7360000000e-01 -2.3910689582e-24 5.0242306316e-10 1.6250477245e-02 
2.7420000000e-01 -7.0310352067e-24 5.5824784796e-11 1.5200022445e-02 
2.7480000000e-01 -1.0856745540e-24 4.8079873105e-24 1.4221661862e-02 
2.7540000000e-01 -1.6543612251e-24 -4.1359030628e-25 1.3253600039e-02 
2.7600000000e-01 -4.3426982159e-24 -1.4475660720e-24 1.2310249738e-02 
2.7660000000e-01 1.5509636485e-24 1.5643308870e-12 1.1437735443e-02 
2.7720000000e-01 4.3426982159e-24 7.6652213465e-11 1.0667147829e-02 
2.7780000000e-01 -5.5059209523e-24 2.2213498596e-10 1.0000060991e-02 
2.7840000000e-01 -2.8951321439e-24 1.8459104467e-10 9.3477601564e-03 
2.7900000000e-01 4.3426982159e-24 3.9108272177e-11 8.6982349567e-03 
2.7960000000e-01 1.3441684954e-24 1.4443348977e-24 8.0582356855e-03 
2.8020000000e-01 -1.1373733423e-24 8.2718061255e-25 7.5034749153e-03 
2.8080000000e-01 -3.1019272971e-25 1.3958672837e-24 7.0592498816e-03 
2.8140000000e-01 1.6543612251e-24 2.0679515314e-25 6.6308171851e-03 
2.8200000000e-01 1.2924697071e-24 5.6868667113e-25 6.2023850223e-03 
2.8260000000e-01 2.2537440518e-24 -3.3862706326e-24 5.7739511300e-03 
2.8320000000e-01 -2.4815418377e-24 8.2718061255e-25 5.3455160341e-03 
2.8380000000e-01 -9.8227697741e-25 2.7141863849e-25 4.9278484870e-03 
2.8440000000e-01 -3.5155176034e-24 -9.3057818912e-25 4.5855591240e-03 
2.8500000000e-01 6.7208424770e-25 8.7887940084e-25 4.3134981443e-03 
2.8560000000e-01 4.0955133844e-25 3.6835386653e-25 4.0818162332e-03 
2.8620000000e-01 -5.1698788285e-26 0.0000000000e+00 3.8641280221e-03 
2.8680000000e-01 -7.2378303598e-25 -1.6737482707e-24 3.6464394777e-03 
2.8740000000e-01 1.0339757657e-25 3.1019272971e-25 3.4287493544e-03 
2.8800000000e-01 7.7548182427e-25 4.6528909456e-25 3.2110587126e-03 
2.8860000000e-01 -8.8291836867e-25 -1.5348077772e-25 2.9933698583e-03 
2.8920000000e-01 -1.0339757657e-25 2.5849394142e-25 2.7756816105e-03 
2.8980000000e-01 5.0406318577e-25 -1.5509636485e-25 2.5655020445e-03 
2.9040000000e-01 -1.5509636485e-25 -8.7887940084e-25 2.4078836277e-03 
2.9100000000e-01 -1.2924697071e-26 2.4556924435e-25 2.2965759308e-03 
2.9160000000e-01 8.9018851077e-25 -3.7118114401e-25 2.2059781359e-03 
2.9220000000e-01 -8.0133121841e-25 5.1698788285e-25 2.1224787620e-03 
2.9280000000e-01 -3.7481621506e-25 4.0389678347e-25 2.0389790706e-03 
2.9340000000e-01 -3.8774091213e-25 -2.3264454728e-25 1.9554772188e-03 
2.9400000000e-01 -1.6155871339e-25 2.3910689582e-25 1.8719746122e-03 
2.9460000000e-01 2.8737256144e-25 1.5626255844e-12 1.7884743712e-03 
2.9520000000e-01 1.4217166778e-25 7.6568653639e-11 1.7049751518e-03 
2.9580000000e-01 -5.4929962552e-26 2.2189283300e-10 1.6230334581e-03 
2.9640000000e-01 -5.1698788285e-26 1.8438981897e-10 1.5519929189e-03 
2.9700000000e-01 3.2311742678e-26 3.9065639612e-11 1.5021547388e-03 
2.9760000000e-01 -5.7504804547e-26 4.7407384960e-26 1.4890849634e-03 
2.9820000000e-01 1.2924697071e-26 3.5542916946e-26 1.4890849634e-03 
2.9880000000e-01 1.2924697071e-26 0.0000000000e+00 1.4890849634e-03 
2.9940000000e-01 1.2924697071e-26 0.0000000000e+00 1.4890849634e-03 
3.0000000000e-01 3.2311742678e-27 0.0000000000e+00 1.4890849634e-03 
